gdenergy,gdpuls,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,nbumps6,nbumps7,nbumps89,energy,maxenergy,class
-67,-52,0,0,0,0,0,0,0,0,0,0,0
-43,-62,0,0,0,0,0,0,0,0,0,0,0
-58,-40,0,0,0,0,0,0,0,0,0,0,0
51,-20,0,0,0,0,0,0,0,0,0,0,0
-27,-25,0,0,0,0,0,0,0,0,0,0,0
-69,-60,0,0,0,0,0,0,0,0,0,0,0
-66,-60,0,0,0,0,0,0,0,0,0,0,0
-12,-38,0,0,0,0,0,0,0,0,0,0,0
-21,-32,0,0,0,0,0,0,0,0,0,0,0
-26,-22,0,0,0,0,0,0,0,0,0,0,0
12,-20,0,0,0,0,0,0,0,0,0,0,0
-27,-52,0,0,0,0,0,0,0,0,0,0,0
-46,-45,0,0,0,0,0,0,0,0,0,0,0
-83,-50,0,0,0,0,0,0,0,0,0,0,0
2,-2,0,0,0,0,0,0,0,0,0,0,0
-75,-78,0,0,0,0,0,0,0,0,0,0,0
-40,-45,0,0,0,0,0,0,0,0,0,0,0
-66,-72,0,0,0,0,0,0,0,0,0,0,0
-34,-42,0,0,0,0,0,0,0,0,0,0,0
15,-28,0,0,0,0,0,0,0,0,0,0,0
19,-38,0,0,0,0,0,0,0,0,0,0,0
5,-65,0,0,0,0,0,0,0,0,0,0,0
-5,-40,0,0,0,0,0,0,0,0,0,0,0
-48,-62,0,0,0,0,0,0,0,0,0,0,0
14,18,0,0,0,0,0,0,0,0,0,0,0
77,-20,0,0,0,0,0,0,0,0,0,0,0
-24,-52,0,0,0,0,0,0,0,0,0,0,0
-29,-58,0,0,0,0,0,0,0,0,0,0,0
-54,-82,0,0,0,0,0,0,0,0,0,0,0
-71,-78,0,0,0,0,0,0,0,0,0,0,0
-57,-65,0,0,0,0,0,0,0,0,0,0,0
-7,-85,0,0,0,0,0,0,0,0,0,0,0
73,-52,0,0,0,0,0,0,0,0,0,0,0
37,-65,0,0,0,0,0,0,0,0,0,0,0
-65,-78,0,0,0,0,0,0,0,0,0,0,0
60,-68,0,0,0,0,0,0,0,0,0,0,0
12,-52,0,0,0,0,0,0,0,0,0,0,0
-74,-72,0,0,0,0,0,0,0,0,0,0,0
75,8,0,0,0,0,0,0,0,0,0,0,0
-74,-72,0,0,0,0,0,0,0,0,0,0,0
75,8,0,0,0,0,0,0,0,0,0,0,0
0,-52,0,0,0,0,0,0,0,0,0,0,0
5,-2,0,0,0,0,0,0,0,0,0,0,0
15,-28,0,0,0,0,0,0,0,0,0,0,0
27,-42,0,0,0,0,0,0,0,0,0,0,0
26,-58,0,0,0,0,0,0,0,0,0,0,0
-26,-52,0,0,0,0,0,0,0,0,0,0,0
32,-50,0,0,0,0,0,0,0,0,0,0,0
30,-32,0,0,0,0,0,0,0,0,0,0,0
-59,-85,0,0,0,0,0,0,0,0,0,0,0
-24,-75,0,0,0,0,0,0,0,0,0,0,0
2,-40,0,0,0,0,0,0,0,0,0,0,0
0,-58,0,0,0,0,0,0,0,0,0,0,0
-73,-62,0,0,0,0,0,0,0,0,0,0,0
99,38,0,0,0,0,0,0,0,0,0,0,0
-29,-20,0,0,0,0,0,0,0,0,0,0,0
10,-38,0,0,0,0,0,0,0,0,0,0,0
24,-62,0,0,0,0,0,0,0,0,0,0,0
-18,-68,0,0,0,0,0,0,0,0,0,0,0
33,-58,0,0,0,0,0,0,0,0,0,0,0
-15,-28,0,0,0,0,0,0,0,0,0,0,0
-49,40,0,0,0,0,0,0,0,0,0,0,0
8,-52,0,0,0,0,0,0,0,0,0,0,0
13,-60,0,0,0,0,0,0,0,0,0,0,0
-3,-65,0,0,0,0,0,0,0,0,0,0,0
-70,-85,0,0,0,0,0,0,0,0,0,0,0
15,-82,0,0,0,0,0,0,0,0,0,0,0
-4,-52,0,0,0,0,0,0,0,0,0,0,0
-37,-75,0,0,0,0,0,0,0,0,0,0,0
-14,-58,0,0,0,0,0,0,0,0,0,0,0
81,15,0,0,0,0,0,0,0,0,0,0,0
-42,-48,0,0,0,0,0,0,0,0,0,0,0
-30,-72,0,0,0,0,0,0,0,0,0,0,0
18,-75,0,0,0,0,0,0,0,0,0,0,0
-45,-78,0,0,0,0,0,0,0,0,0,0,0
34,-65,0,0,0,0,0,0,0,0,0,0,0
55,-68,0,0,0,0,0,0,0,0,0,0,0
95,-60,0,0,0,0,0,0,0,0,0,0,0
-24,-72,0,0,0,0,0,0,0,0,0,0,0
7,-55,0,0,0,0,0,0,0,0,0,0,0
44,-45,0,0,0,0,0,0,0,0,0,0,0
12,-75,0,0,0,0,0,0,0,0,0,0,0
-23,-65,0,0,0,0,0,0,0,0,0,0,0
73,-35,0,0,0,0,0,0,0,0,0,0,0
-64,-75,0,0,0,0,0,0,0,0,0,0,0
6,-42,0,0,0,0,0,0,0,0,0,0,0
4,-45,0,0,0,0,0,0,0,0,0,0,0
6,-38,0,0,0,0,0,0,0,0,0,0,0
2,-30,0,0,0,0,0,0,0,0,0,0,0
-2,-48,0,0,0,0,0,0,0,0,0,0,0
5,-55,0,0,0,0,0,0,0,0,0,0,0
22,-52,0,0,0,0,0,0,0,0,0,0,0
0,-52,0,0,0,0,0,0,0,0,0,0,0
41,12,0,0,0,0,0,0,0,0,0,0,0
-16,-58,0,0,0,0,0,0,0,0,0,0,0
-7,-50,0,0,0,0,0,0,0,0,0,0,0
97,-38,0,0,0,0,0,0,0,0,0,0,0
5,-50,0,0,0,0,0,0,0,0,0,0,0
-43,-55,0,0,0,0,0,0,0,0,0,0,0
-5,-68,0,0,0,0,0,0,0,0,0,0,0
22,-38,0,0,0,0,0,0,0,0,0,0,0
-84,-82,0,0,0,0,0,0,0,0,0,0,0
-66,-85,0,0,0,0,0,0,0,0,0,0,0
4,-72,0,0,0,0,0,0,0,0,0,0,0
48,-45,0,0,0,0,0,0,0,0,0,0,0
63,-12,0,0,0,0,0,0,0,0,0,0,0
-27,-60,0,0,0,0,0,0,0,0,0,0,0
-68,15,0,0,0,0,0,0,0,0,0,0,0
-10,58,0,0,0,0,0,0,0,0,0,0,0
-34,38,0,0,0,0,0,0,0,0,0,0,0
-37,15,0,0,0,0,0,0,0,0,0,0,0
83,65,0,0,0,0,0,0,0,0,0,0,0
54,85,0,0,0,0,0,0,0,0,0,0,0
134,142,0,0,0,0,0,0,0,0,0,0,0
64,86,0,0,0,0,0,0,0,0,0,0,0
59,95,0,0,0,0,0,0,0,0,0,0,0
98,79,0,0,0,0,0,0,0,0,0,0,0
52,40,0,0,0,0,0,0,0,0,0,0,0
-13,48,0,0,0,0,0,0,0,0,0,0,0
-25,-58,0,0,0,0,0,0,0,0,0,0,0
-35,-53,0,0,0,0,0,0,0,0,0,0,0
-73,-54,0,0,0,0,0,0,0,0,0,0,0
-52,-53,0,0,0,0,0,0,0,0,0,0,0
-34,-47,1,0,1,0,0,0,0,0,4000,4000,0
-67,-55,0,0,0,0,0,0,0,0,0,0,0
-60,-49,0,0,0,0,0,0,0,0,0,0,0
-72,-47,0,0,0,0,0,0,0,0,0,0,0
-46,-41,0,0,0,0,0,0,0,0,0,0,0
-50,-41,0,0,0,0,0,0,0,0,0,0,0
-27,-41,0,0,0,0,0,0,0,0,0,0,0
-23,-48,0,0,0,0,0,0,0,0,0,0,0
-56,-54,0,0,0,0,0,0,0,0,0,0,0
124,47,0,0,0,0,0,0,0,0,0,0,1
193,187,1,0,0,0,1,0,0,0,200000,200000,0
61,63,0,0,0,0,0,0,0,0,0,0,0
83,36,0,0,0,0,0,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0,0,0,0
16,0,1,1,0,0,0,0,0,0,300,300,0
9,-3,0,0,0,0,0,0,0,0,0,0,0
-2,-53,1,1,0,0,0,0,0,0,700,700,0
23,-19,0,0,0,0,0,0,0,0,0,0,0
99,-10,0,0,0,0,0,0,0,0,0,0,0
198,-33,0,0,0,0,0,0,0,0,0,0,0
175,8,0,0,0,0,0,0,0,0,0,0,0
45,7,0,0,0,0,0,0,0,0,0,0,0
47,-40,0,0,0,0,0,0,0,0,0,0,0
47,6,0,0,0,0,0,0,0,0,0,0,0
334,-5,0,0,0,0,0,0,0,0,0,0,0
-5,15,0,0,0,0,0,0,0,0,0,0,0
75,24,1,0,1,0,0,0,0,0,4000,4000,0
28,20,0,0,0,0,0,0,0,0,0,0,0
-38,-65,0,0,0,0,0,0,0,0,0,0,0
-48,-52,0,0,0,0,0,0,0,0,0,0,0
48,-53,0,0,0,0,0,0,0,0,0,0,0
158,-14,0,0,0,0,0,0,0,0,0,0,0
39,-26,0,0,0,0,0,0,0,0,0,0,0
1,-6,0,0,0,0,0,0,0,0,0,0,0
-10,-22,0,0,0,0,0,0,0,0,0,0,0
-40,-41,0,0,0,0,0,0,0,0,0,0,0
-45,-55,0,0,0,0,0,0,0,0,0,0,0
-63,-59,0,0,0,0,0,0,0,0,0,0,0
42,-28,0,0,0,0,0,0,0,0,0,0,0
-4,-35,0,0,0,0,0,0,0,0,0,0,0
5,-37,0,0,0,0,0,0,0,0,0,0,0
-38,-36,0,0,0,0,0,0,0,0,0,0,0
-16,-60,0,0,0,0,0,0,0,0,0,0,0
-50,-59,0,0,0,0,0,0,0,0,0,0,0
6,-35,0,0,0,0,0,0,0,0,0,0,0
-42,-24,1,1,0,0,0,0,0,0,800,800,0
-62,-33,0,0,0,0,0,0,0,0,0,0,0
-27,-38,1,0,1,0,0,0,0,0,1000,1000,0
-50,-36,0,0,0,0,0,0,0,0,0,0,0
39,69,0,0,0,0,0,0,0,0,0,0,0
34,36,0,0,0,0,0,0,0,0,0,0,0
-37,-2,0,0,0,0,0,0,0,0,0,0,0
54,-10,0,0,0,0,0,0,0,0,0,0,0
18,-15,0,0,0,0,0,0,0,0,0,0,0
43,-32,0,0,0,0,0,0,0,0,0,0,0
-8,-12,0,0,0,0,0,0,0,0,0,0,0
-39,-18,0,0,0,0,0,0,0,0,0,0,0
36,-17,0,0,0,0,0,0,0,0,0,0,0
233,82,1,1,0,0,0,0,0,0,800,800,0
79,33,0,0,0,0,0,0,0,0,0,0,0
45,-1,0,0,0,0,0,0,0,0,0,0,0
14,0,1,1,0,0,0,0,0,0,300,300,0
-13,11,1,1,0,0,0,0,0,0,900,900,0
-44,-24,1,1,0,0,0,0,0,0,400,400,0
-35,-10,0,0,0,0,0,0,0,0,0,0,0
33,14,0,0,0,0,0,0,0,0,0,0,0
14,20,0,0,0,0,0,0,0,0,0,0,0
4,22,0,0,0,0,0,0,0,0,0,0,0
-58,-14,0,0,0,0,0,0,0,0,0,0,0
-31,-15,0,0,0,0,0,0,0,0,0,0,0
-13,-3,0,0,0,0,0,0,0,0,0,0,0
8,-16,1,1,0,0,0,0,0,0,600,600,0
-6,0,0,0,0,0,0,0,0,0,0,0,0
-41,-21,0,0,0,0,0,0,0,0,0,0,0
-21,-28,0,0,0,0,0,0,0,0,0,0,0
-46,-29,0,0,0,0,0,0,0,0,0,0,0
-26,-43,0,0,0,0,0,0,0,0,0,0,0
-15,-11,0,0,0,0,0,0,0,0,0,0,0
11,-12,0,0,0,0,0,0,0,0,0,0,0
-35,-19,0,0,0,0,0,0,0,0,0,0,0
-50,-29,0,0,0,0,0,0,0,0,0,0,0
-33,-29,0,0,0,0,0,0,0,0,0,0,0
-40,-24,0,0,0,0,0,0,0,0,0,0,0
-15,0,0,0,0,0,0,0,0,0,0,0,0
-30,-15,0,0,0,0,0,0,0,0,0,0,0
-27,-26,0,0,0,0,0,0,0,0,0,0,0
-10,-1,0,0,0,0,0,0,0,0,0,0,0
-30,-38,0,0,0,0,0,0,0,0,0,0,0
-10,-4,1,1,0,0,0,0,0,0,300,300,0
15,-28,1,0,1,0,0,0,0,0,6000,6000,0
15,47,0,0,0,0,0,0,0,0,0,0,0
-14,-42,0,0,0,0,0,0,0,0,0,0,1
-10,-7,2,1,0,1,0,0,0,0,30300,30000,0
7,46,0,0,0,0,0,0,0,0,0,0,0
-23,-52,0,0,0,0,0,0,0,0,0,0,0
40,44,0,0,0,0,0,0,0,0,0,0,0
67,72,0,0,0,0,0,0,0,0,0,0,0
114,101,0,0,0,0,0,0,0,0,0,0,0
26,49,0,0,0,0,0,0,0,0,0,0,0
-31,-32,1,1,0,0,0,0,0,0,600,600,0
64,-17,1,0,1,0,0,0,0,0,4000,4000,0
6,-22,0,0,0,0,0,0,0,0,0,0,0
22,-4,0,0,0,0,0,0,0,0,0,0,0
-18,-33,0,0,0,0,0,0,0,0,0,0,0
88,14,0,0,0,0,0,0,0,0,0,0,0
89,27,0,0,0,0,0,0,0,0,0,0,1
275,258,1,0,0,1,0,0,0,0,80000,80000,0
29,66,0,0,0,0,0,0,0,0,0,0,0
153,140,1,1,0,0,0,0,0,0,300,300,0
67,83,0,0,0,0,0,0,0,0,0,0,0
-42,-23,0,0,0,0,0,0,0,0,0,0,0
61,17,1,1,0,0,0,0,0,0,300,300,0
-62,-49,1,1,0,0,0,0,0,0,500,500,0
-10,-12,0,0,0,0,0,0,0,0,0,0,0
60,38,0,0,0,0,0,0,0,0,0,0,0
19,31,0,0,0,0,0,0,0,0,0,0,0
-24,-2,1,0,1,0,0,0,0,0,5000,5000,0
-26,-12,0,0,0,0,0,0,0,0,0,0,0
-24,-21,0,0,0,0,0,0,0,0,0,0,0
65,38,0,0,0,0,0,0,0,0,0,0,0
25,27,0,0,0,0,0,0,0,0,0,0,0
63,74,0,0,0,0,0,0,0,0,0,0,0
16,75,0,0,0,0,0,0,0,0,0,0,0
-23,-7,0,0,0,0,0,0,0,0,0,0,0
-46,-42,0,0,0,0,0,0,0,0,0,0,0
-25,-10,0,0,0,0,0,0,0,0,0,0,0
-37,-9,0,0,0,0,0,0,0,0,0,0,0
157,40,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,0,0,0,0,0,0,0,0,0
91,151,1,1,0,0,0,0,0,0,300,300,0
-38,-31,0,0,0,0,0,0,0,0,0,0,0
-17,-6,0,0,0,0,0,0,0,0,0,0,0
12,-15,2,1,1,0,0,0,0,0,6900,6000,0
-37,6,0,0,0,0,0,0,0,0,0,0,0
-39,-30,0,0,0,0,0,0,0,0,0,0,0
150,61,0,0,0,0,0,0,0,0,0,0,0
115,88,1,1,0,0,0,0,0,0,200,200,0
-7,25,0,0,0,0,0,0,0,0,0,0,0
33,104,0,0,0,0,0,0,0,0,0,0,0
-28,-17,0,0,0,0,0,0,0,0,0,0,0
-32,0,0,0,0,0,0,0,0,0,0,0,0
-24,-26,1,1,0,0,0,0,0,0,300,300,0
-34,-34,0,0,0,0,0,0,0,0,0,0,0
3,53,0,0,0,0,0,0,0,0,0,0,0
95,43,0,0,0,0,0,0,0,0,0,0,0
-12,35,0,0,0,0,0,0,0,0,0,0,0
-6,18,0,0,0,0,0,0,0,0,0,0,0
-23,2,0,0,0,0,0,0,0,0,0,0,0
-9,6,0,0,0,0,0,0,0,0,0,0,0
-43,5,0,0,0,0,0,0,0,0,0,0,0
-33,-11,0,0,0,0,0,0,0,0,0,0,0
-33,-16,0,0,0,0,0,0,0,0,0,0,0
-40,-29,0,0,0,0,0,0,0,0,0,0,0
-36,-25,0,0,0,0,0,0,0,0,0,0,0
-29,-36,0,0,0,0,0,0,0,0,0,0,0
-19,-28,0,0,0,0,0,0,0,0,0,0,0
97,-38,0,0,0,0,0,0,0,0,0,0,0
-82,-28,0,0,0,0,0,0,0,0,0,0,0
-62,-47,0,0,0,0,0,0,0,0,0,0,0
-73,-77,0,0,0,0,0,0,0,0,0,0,0
-36,-70,0,0,0,0,0,0,0,0,0,0,0
-48,-20,0,0,0,0,0,0,0,0,0,0,0
-26,-65,0,0,0,0,0,0,0,0,0,0,0
-67,-79,0,0,0,0,0,0,0,0,0,0,0
-20,-40,0,0,0,0,0,0,0,0,0,0,0
-19,-16,0,0,0,0,0,0,0,0,0,0,0
66,98,0,0,0,0,0,0,0,0,0,0,0
18,-1,0,0,0,0,0,0,0,0,0,0,0
-30,-71,1,0,1,0,0,0,0,0,2000,2000,0
-10,-81,1,1,0,0,0,0,0,0,300,300,0
62,74,0,0,0,0,0,0,0,0,0,0,0
76,-49,0,0,0,0,0,0,0,0,0,0,0
50,-5,0,0,0,0,0,0,0,0,0,0,0
-74,-67,1,0,1,0,0,0,0,0,2000,2000,0
163,12,0,0,0,0,0,0,0,0,0,0,0
-35,-58,1,0,1,0,0,0,0,0,3000,3000,0
-39,-50,0,0,0,0,0,0,0,0,0,0,0
-64,-66,0,0,0,0,0,0,0,0,0,0,0
-28,-63,1,1,0,0,0,0,0,0,800,800,0
-63,-70,0,0,0,0,0,0,0,0,0,0,0
-69,-69,0,0,0,0,0,0,0,0,0,0,0
-33,-55,1,1,0,0,0,0,0,0,500,500,0
-2,-53,1,0,1,0,0,0,0,0,2000,2000,0
-22,-52,0,0,0,0,0,0,0,0,0,0,0
-27,-47,1,0,1,0,0,0,0,0,6000,6000,0
259,137,0,0,0,0,0,0,0,0,0,0,0
28,-24,0,0,0,0,0,0,0,0,0,0,0
-1,-43,0,0,0,0,0,0,0,0,0,0,0
-46,-56,0,0,0,0,0,0,0,0,0,0,0
101,21,0,0,0,0,0,0,0,0,0,0,0
-13,-43,0,0,0,0,0,0,0,0,0,0,0
81,-20,0,0,0,0,0,0,0,0,0,0,0
61,-38,0,0,0,0,0,0,0,0,0,0,0
-37,-19,0,0,0,0,0,0,0,0,0,0,0
-71,-64,0,0,0,0,0,0,0,0,0,0,0
58,56,0,0,0,0,0,0,0,0,0,0,0
82,157,0,0,0,0,0,0,0,0,0,0,0
12,-27,1,1,0,0,0,0,0,0,900,900,0
25,81,0,0,0,0,0,0,0,0,0,0,0
16,-45,0,0,0,0,0,0,0,0,0,0,0
37,50,0,0,0,0,0,0,0,0,0,0,0
194,111,0,0,0,0,0,0,0,0,0,0,0
237,166,1,0,1,0,0,0,0,0,7000,7000,0
0,81,0,0,0,0,0,0,0,0,0,0,0
-39,-47,1,1,0,0,0,0,0,0,700,700,0
-33,-39,0,0,0,0,0,0,0,0,0,0,0
73,89,0,0,0,0,0,0,0,0,0,0,0
9,44,0,0,0,0,0,0,0,0,0,0,0
20,-1,0,0,0,0,0,0,0,0,0,0,0
-6,56,0,0,0,0,0,0,0,0,0,0,0
-19,-24,0,0,0,0,0,0,0,0,0,0,0
50,35,0,0,0,0,0,0,0,0,0,0,0
60,69,0,0,0,0,0,0,0,0,0,0,0
38,35,0,0,0,0,0,0,0,0,0,0,0
2,15,0,0,0,0,0,0,0,0,0,0,0
13,-11,0,0,0,0,0,0,0,0,0,0,0
-32,-41,0,0,0,0,0,0,0,0,0,0,0
-51,-16,0,0,0,0,0,0,0,0,0,0,0
-42,-25,0,0,0,0,0,0,0,0,0,0,0
-34,-23,0,0,0,0,0,0,0,0,0,0,0
-16,0,0,0,0,0,0,0,0,0,0,0,0
23,23,0,0,0,0,0,0,0,0,0,0,0
197,110,1,0,1,0,0,0,0,0,2000,2000,0
177,151,1,0,1,0,0,0,0,0,8000,8000,0
82,65,0,0,0,0,0,0,0,0,0,0,0
36,53,0,0,0,0,0,0,0,0,0,0,0
21,-22,0,0,0,0,0,0,0,0,0,0,0
-22,-20,0,0,0,0,0,0,0,0,0,0,0
104,75,0,0,0,0,0,0,0,0,0,0,0
100,83,0,0,0,0,0,0,0,0,0,0,0
92,87,0,0,0,0,0,0,0,0,0,0,0
18,-19,1,0,1,0,0,0,0,0,3000,3000,0
125,103,1,1,0,0,0,0,0,0,300,300,0
196,147,0,0,0,0,0,0,0,0,0,0,0
114,96,0,0,0,0,0,0,0,0,0,0,0
39,14,1,0,1,0,0,0,0,0,4000,4000,0
-3,-21,0,0,0,0,0,0,0,0,0,0,0
-25,-3,0,0,0,0,0,0,0,0,0,0,0
-39,2,0,0,0,0,0,0,0,0,0,0,0
283,53,0,0,0,0,0,0,0,0,0,0,0
353,506,0,0,0,0,0,0,0,0,0,0,0
54,249,0,0,0,0,0,0,0,0,0,0,0
8,-24,1,0,1,0,0,0,0,0,3000,3000,0
-26,-36,0,0,0,0,0,0,0,0,0,0,0
83,60,2,2,0,0,0,0,0,0,1400,800,0
85,41,0,0,0,0,0,0,0,0,0,0,0
2,-11,0,0,0,0,0,0,0,0,0,0,0
-7,-2,0,0,0,0,0,0,0,0,0,0,0
63,44,0,0,0,0,0,0,0,0,0,0,0
40,28,1,1,0,0,0,0,0,0,200,200,0
109,92,2,1,1,0,0,0,0,0,9500,9000,0
53,61,0,0,0,0,0,0,0,0,0,0,0
62,12,2,1,1,0,0,0,0,0,9500,9000,0
-13,16,0,0,0,0,0,0,0,0,0,0,0
-31,-19,0,0,0,0,0,0,0,0,0,0,0
179,233,0,0,0,0,0,0,0,0,0,0,0
-37,2,0,0,0,0,0,0,0,0,0,0,0
164,143,0,0,0,0,0,0,0,0,0,0,0
191,166,0,0,0,0,0,0,0,0,0,0,0
101,70,0,0,0,0,0,0,0,0,0,0,0
-5,22,0,0,0,0,0,0,0,0,0,0,0
244,153,0,0,0,0,0,0,0,0,0,0,0
-27,21,0,0,0,0,0,0,0,0,0,0,0
56,42,0,0,0,0,0,0,0,0,0,0,0
-8,-18,0,0,0,0,0,0,0,0,0,0,0
169,251,0,0,0,0,0,0,0,0,0,0,0
270,278,0,0,0,0,0,0,0,0,0,0,0
-2,-21,0,0,0,0,0,0,0,0,0,0,0
97,77,1,1,0,0,0,0,0,0,700,700,0
93,128,0,0,0,0,0,0,0,0,0,0,0
32,60,2,2,0,0,0,0,0,0,400,300,0
295,313,0,0,0,0,0,0,0,0,0,0,1
-1,6,1,0,0,1,0,0,0,0,30000,30000,0
-22,11,0,0,0,0,0,0,0,0,0,0,0
3,17,0,0,0,0,0,0,0,0,0,0,0
9,29,0,0,0,0,0,0,0,0,0,0,0
19,55,1,0,1,0,0,0,0,0,2000,2000,0
32,63,0,0,0,0,0,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0
-3,6,0,0,0,0,0,0,0,0,0,0,0
-1,24,0,0,0,0,0,0,0,0,0,0,0
39,24,0,0,0,0,0,0,0,0,0,0,0
77,47,0,0,0,0,0,0,0,0,0,0,0
35,28,0,0,0,0,0,0,0,0,0,0,0
121,37,0,0,0,0,0,0,0,0,0,0,1
39,48,1,0,0,1,0,0,0,0,10000,10000,0
-17,29,0,0,0,0,0,0,0,0,0,0,0
27,40,0,0,0,0,0,0,0,0,0,0,0
4,23,0,0,0,0,0,0,0,0,0,0,0
-51,4,0,0,0,0,0,0,0,0,0,0,0
182,227,0,0,0,0,0,0,0,0,0,0,0
191,181,0,0,0,0,0,0,0,0,0,0,0
5,-8,1,1,0,0,0,0,0,0,600,600,0
33,10,0,0,0,0,0,0,0,0,0,0,0
-18,-15,0,0,0,0,0,0,0,0,0,0,0
-14,9,0,0,0,0,0,0,0,0,0,0,0
81,52,0,0,0,0,0,0,0,0,0,0,0
146,87,0,0,0,0,0,0,0,0,0,0,0
74,39,0,0,0,0,0,0,0,0,0,0,0
-6,8,0,0,0,0,0,0,0,0,0,0,0
-9,-5,0,0,0,0,0,0,0,0,0,0,0
-45,-14,0,0,0,0,0,0,0,0,0,0,0
-21,-2,0,0,0,0,0,0,0,0,0,0,0
26,9,0,0,0,0,0,0,0,0,0,0,0
112,70,3,2,1,0,0,0,0,0,5300,4000,0
62,39,1,1,0,0,0,0,0,0,400,400,0
-41,7,0,0,0,0,0,0,0,0,0,0,0
-27,-18,0,0,0,0,0,0,0,0,0,0,0
-36,-29,0,0,0,0,0,0,0,0,0,0,0
-24,44,0,0,0,0,0,0,0,0,0,0,0
-7,9,0,0,0,0,0,0,0,0,0,0,0
134,88,0,0,0,0,0,0,0,0,0,0,0
103,95,1,1,0,0,0,0,0,0,800,800,0
-9,23,1,1,0,0,0,0,0,0,300,300,0
37,51,1,1,0,0,0,0,0,0,200,200,0
31,32,1,1,0,0,0,0,0,0,200,200,0
-36,5,0,0,0,0,0,0,0,0,0,0,0
1,12,0,0,0,0,0,0,0,0,0,0,0
16,-9,0,0,0,0,0,0,0,0,0,0,0
-17,-7,0,0,0,0,0,0,0,0,0,0,0
22,-38,1,1,0,0,0,0,0,0,400,400,0
-2,-11,0,0,0,0,0,0,0,0,0,0,0
-40,-16,1,1,0,0,0,0,0,0,300,300,0
-28,-29,0,0,0,0,0,0,0,0,0,0,0
5,-42,0,0,0,0,0,0,0,0,0,0,0
-21,27,0,0,0,0,0,0,0,0,0,0,0
17,9,1,1,0,0,0,0,0,0,500,500,0
-52,-44,0,0,0,0,0,0,0,0,0,0,0
-58,-54,0,0,0,0,0,0,0,0,0,0,0
22,-38,0,0,0,0,0,0,0,0,0,0,0
6,-20,0,0,0,0,0,0,0,0,0,0,0
-7,-41,0,0,0,0,0,0,0,0,0,0,0
-17,-39,0,0,0,0,0,0,0,0,0,0,0
0,-49,0,0,0,0,0,0,0,0,0,0,0
-49,-56,0,0,0,0,0,0,0,0,0,0,0
22,-51,2,1,1,0,0,0,0,0,2600,2000,0
-49,-50,0,0,0,0,0,0,0,0,0,0,0
-30,-48,0,0,0,0,0,0,0,0,0,0,0
-78,-58,0,0,0,0,0,0,0,0,0,0,0
-40,-59,0,0,0,0,0,0,0,0,0,0,0
-79,-67,0,0,0,0,0,0,0,0,0,0,0
-62,-60,0,0,0,0,0,0,0,0,0,0,0
-59,-60,0,0,0,0,0,0,0,0,0,0,0
-53,-30,0,0,0,0,0,0,0,0,0,0,0
-48,-31,0,0,0,0,0,0,0,0,0,0,0
58,-16,1,1,0,0,0,0,0,0,200,200,0
8,16,1,0,1,0,0,0,0,0,8000,8000,0
-3,0,0,0,0,0,0,0,0,0,0,0,0
-37,-1,0,0,0,0,0,0,0,0,0,0,0
37,3,0,0,0,0,0,0,0,0,0,0,0
-4,-10,0,0,0,0,0,0,0,0,0,0,0
15,3,0,0,0,0,0,0,0,0,0,0,0
75,43,0,0,0,0,0,0,0,0,0,0,0
5,-13,0,0,0,0,0,0,0,0,0,0,0
-26,-32,0,0,0,0,0,0,0,0,0,0,0
75,47,0,0,0,0,0,0,0,0,0,0,0
62,30,0,0,0,0,0,0,0,0,0,0,0
34,13,0,0,0,0,0,0,0,0,0,0,0
-48,-56,0,0,0,0,0,0,0,0,0,0,0
-24,-44,0,0,0,0,0,0,0,0,0,0,0
187,116,0,0,0,0,0,0,0,0,0,0,0
-66,-20,0,0,0,0,0,0,0,0,0,0,0
-49,-64,1,1,0,0,0,0,0,0,300,300,0
-65,-54,0,0,0,0,0,0,0,0,0,0,0
-78,-64,0,0,0,0,0,0,0,0,0,0,0
83,22,1,1,0,0,0,0,0,0,900,900,0
79,35,1,1,0,0,0,0,0,0,400,400,0
-13,-28,0,0,0,0,0,0,0,0,0,0,0
1,28,0,0,0,0,0,0,0,0,0,0,0
-43,-28,0,0,0,0,0,0,0,0,0,0,0
-2,-30,1,1,0,0,0,0,0,0,700,700,0
51,22,0,0,0,0,0,0,0,0,0,0,0
54,13,0,0,0,0,0,0,0,0,0,0,0
82,13,0,0,0,0,0,0,0,0,0,0,0
73,49,1,0,1,0,0,0,0,0,4000,4000,0
-21,6,0,0,0,0,0,0,0,0,0,0,0
-2,-4,1,1,0,0,0,0,0,0,400,400,0
-2,15,0,0,0,0,0,0,0,0,0,0,0
-35,16,0,0,0,0,0,0,0,0,0,0,0
47,38,0,0,0,0,0,0,0,0,0,0,0
37,36,0,0,0,0,0,0,0,0,0,0,0
-40,-1,0,0,0,0,0,0,0,0,0,0,0
63,14,0,0,0,0,0,0,0,0,0,0,0
153,130,1,0,1,0,0,0,0,0,3000,3000,0
123,121,1,1,0,0,0,0,0,0,700,700,0
4,-3,0,0,0,0,0,0,0,0,0,0,1
-4,-17,1,0,0,1,0,0,0,0,20000,20000,0
-40,-21,0,0,0,0,0,0,0,0,0,0,0
